,0,1,2
p214-010-60001-cl.png,3.054051191242046,-10.189394628292812,4.647736330624574
p214-010-60001-cr.png,-0.37840122352606603,-10.486365514478335,-2.0845574449996906
p214-010-60001-ml.png,0.03268955833222664,-10.397048112504896,-0.6278391840625087
p214-010-60001-mr.png,2.720426056498505,4.283403476131576,2.581760876624228
p214-010-60005-cl.png,-0.9646561028391774,-10.174354624900161,4.435840111997568
p214-010-60005-cr.png,7.717067528009251,-2.5712421655242084,-6.523206476516289
p214-010-60005-ml.png,5.587653650461915,4.62321516878728,0.17188980898578637
p214-010-60005-mr.png,4.71455228030638,5.189851867677099,1.44755884055399
p214-010-60008-cl.png,-3.8759437092008815,-1.710145715875727,-8.122392149341787
p214-010-60008-cr.png,-4.097561738201272,-1.9178946550270282,-3.8440558391462925
p214-010-60008-ml.png,-2.353889896439736,-0.33425833874116445,-5.595857734106424
p214-010-60008-mr.png,-4.179301690273136,-0.34063299973647104,-1.631002058837287
p214-010-60012-cl.png,-1.7024854002032404,2.631269987010273,2.770517475490698
p214-010-60012-cr.png,-3.611132853374899,8.388859555548871,7.641411421590924
p214-010-60012-ml.png,-6.4326124776795774,4.325823821609642,0.8183274666389913
p214-010-60012-mr.png,-1.2346912269560524,5.673945060012352,7.6861930893013435
p214-010-60013-cl.png,1.5458870005998597,1.3420114923630395,-5.6582840830674535
p214-010-60013-cr.png,4.5417248360958755,-8.525712198950648,2.7058013074276697
p214-010-60013-ml.png,-6.736297725443028,1.2550493837184664,-1.9335675516148738
p214-010-60013-mr.png,-3.744458923909325,-2.0208298064652666,-1.9040336557015065
p214-010-60020-cl.png,-9.878526514253338,0.535618501528526,1.6759147256395022
p214-010-60020-cr.png,-9.54286149115533,0.2029823293068046,3.497605646536031
p214-010-60020-ml.png,-11.054429922645996,4.006384108081312,4.405910599861345
p214-010-60020-mr.png,-8.162230387656155,2.7005026296581383,2.4879138681833353
p214-010-60026-cl.png,2.7241367257982363,-3.958512154858123,2.144860920340117
p214-010-60026-cr.png,2.557274367845441,-4.422853368826348,7.4320435252666135
p214-010-60026-ml.png,0.3460556098026897,-7.475429814413417,4.11613505928772
p214-010-60026-mr.png,10.399825992593428,-4.162343051773256,-5.857160066241599
p214-010-60029-cl.png,7.267496715718815,0.2634006026248087,-3.653444171404667
p214-010-60029-cr.png,10.408637378223005,-1.1088339763778052,-5.225839802202556
p214-010-60029-ml.png,2.3785977936039897,-6.505710560035904,2.4157461204131034
p214-010-60029-mr.png,11.372102835708503,-1.8878991201355964,-3.9096149790984605
p214-010-60045-cl.png,2.798900804088283,8.746636631792798,-0.7964996490105656
p214-010-60045-cr.png,0.9914125003321287,2.3720501303805093,-4.912180633262564
p214-010-60045-ml.png,-4.744147934751169,7.4187005172909855,2.005541849770029
p214-010-60045-mr.png,-2.5256860952433455,0.6040058015687217,-3.2708159895217386
p214-010-60046-cl.png,6.3186356236093,-0.7436125113003897,-1.917044718794364
