,x,y,radius,breast_area,contrast,dissimilarity,homogeneity,energy
test_Mix_DPerc0_c_0.dcm,1660.0,1194.0,90.50966799187813,421792,0.1401248270445159,0.14010922203842993,0.9299469494813937,0.5806536046222801
test_Mix_DPerc0_c_0.dcm,1581.0,837.0,90.50966799187813,421792,0.15720905766569915,0.15698304516088762,0.9215310786700373,0.5286571563820983
test_Mix_DPerc0_c_0.dcm,1575.0,1318.0,90.50966799187813,421792,0.14309589016156382,0.14308028515547788,0.9284614179228696,0.5392275790060086
test_Mix_DPerc0_c_0.dcm,1575.0,1030.0,90.50966799187813,421792,0.15587112345640483,0.15584771594727592,0.9220784827772749,0.521483612032343
test_Mix_DPerc0_c_0.dcm,1471.0,1098.0,90.50966799187813,421792,0.2012379321286269,0.19754877864819037,0.9015945260239484,0.3773191547797213
test_Mix_DPerc0_c_0.dcm,1688.0,565.0,64.00000000000003,421792,0.1638919996589993,0.16367499922499845,0.9181842004309009,0.5116445724080793
test_Mix_DPerc0_c_0.dcm,1654.0,636.0,64.00000000000003,421792,0.15817212493799987,0.15770785057195114,0.9211925021506293,0.5373937347136315
test_Mix_DPerc0_c_0.dcm,1634.0,1564.0,64.00000000000003,421792,0.17187687695687892,0.1715517395878542,0.9142566439429756,0.4639285566382405
test_Mix_DPerc0_c_0.dcm,1604.0,730.0,64.00000000000003,421792,0.1604666139019778,0.16003297631595265,0.9200268756006262,0.541410621524008
test_Mix_DPerc0_c_0.dcm,1578.0,1468.0,64.00000000000003,421792,0.14670930709048918,0.14664730696648892,0.9266825465291556,0.5483340791598679
test_Mix_DPerc0_c_0.dcm,1507.0,1199.0,64.00000000000003,421792,0.15371501836753673,0.15368401830553663,0.9231610908534316,0.5303302619034869
test_Mix_DPerc0_c_0.dcm,1445.0,1377.0,64.00000000000003,421792,104.2233648920423,0.6303743935612871,0.9019242280121079,0.3322762814441982
test_Mix_DPerc0_c_0.dcm,1710.0,1020.0,45.254833995939066,421792,0.14344095863316922,0.14337783529015696,0.9283173946892226,0.5301097169638314
test_Mix_DPerc0_c_0.dcm,1707.0,1601.0,45.254833995939066,421792,0.15037663594663975,0.150187265917603,0.9249253040441021,0.5474737623970315
