,x,y,radius,breast_area,contrast,dissimilarity,homogeneity,energy
phMix402_c_0.dcm,1579.0,1351.0,181.01933598375626,422116,138.01537003498078,0.6658470699909247,0.9432694739909487,0.37521064035477436
phMix402_c_0.dcm,1511.0,1069.0,128.00000000000006,422116,30.790908627390905,0.2259901615364283,0.9492870316251967,0.3835346303508188
phMix402_c_0.dcm,1561.0,791.0,90.50966799187813,422116,0.09758746605911175,0.09758746605911175,0.9512062669704441,0.3898921870301621
phMix402_c_0.dcm,1695.0,1050.0,45.254833995939066,422116,0.12724982115052813,0.12724982115052813,0.936375089424736,0.5961537207941494
phMix402_c_0.dcm,1695.0,574.0,45.254833995939066,422116,0.12803202457602153,0.12781214493119555,0.9361159154988848,0.5320496750617887
phMix402_c_0.dcm,1690.0,1138.0,45.254833995939066,422116,0.1253198249379287,0.1253198249379287,0.9373400875310357,0.5943559327404837
phMix402_c_0.dcm,1722.0,821.0,32.00000000000001,422116,0.0978019101158982,0.0978019101158982,0.9510990449420509,0.5527813955024481
phMix402_c_0.dcm,1699.0,1622.0,32.00000000000001,422116,0.11520189673091458,0.11520189673091458,0.9423990516345426,0.5273158314042493
phMix402_c_0.dcm,1681.0,1183.0,32.00000000000001,422116,0.12876157407407407,0.12876157407407407,0.935619212962963,0.5784075863139603
phMix402_c_0.dcm,1639.0,985.0,32.00000000000001,422116,0.1156260826089695,0.1156260826089695,0.9421869586955152,0.6951723752421841
phMix402_c_0.dcm,1639.0,944.0,32.00000000000001,422116,0.1268355142983119,0.1268355142983119,0.9365822428508441,0.58876082819893
phMix402_c_0.dcm,1732.0,866.0,22.627416997969533,422116,0.11925057770785191,0.11925057770785191,0.9403747111460741,0.6112154630096153
phMix402_c_0.dcm,1741.0,1445.0,16.000000000000004,422116,0.08651063345473464,0.08651063345473464,0.9567446832726327,0.7688258290544197
phMix402_c_0.dcm,1729.0,540.0,16.000000000000004,422116,0.10182264568158167,0.10182264568158167,0.9490886771592093,0.7032867122166446
phMix402_c_0.dcm,1656.0,1093.0,16.000000000000004,422116,0.1320279981789802,0.1320279981789802,0.93398600091051,0.5572755967971063
phMix402_c_0.dcm,1398.0,1205.0,16.000000000000004,422116,0.08451482830385015,0.08451482830385015,0.957742585848075,0.6171898171922174
phMix402_c_0.dcm,1396.0,1175.0,16.000000000000004,422116,0.1490553459937565,0.1490553459937565,0.9254723270031218,0.4833069613866945
phMix402_c_0.dcm,1747.0,1491.0,11.31370849898476,422116,1861.4988662131518,7.583436404864976,0.8999953222915391,0.6883642282570783
phMix402_c_0.dcm,1746.0,1015.0,11.31370849898476,422116,0.09822716965574108,0.09822716965574108,0.9508864151721295,0.7365468191092582
phMix402_c_0.dcm,1741.0,557.0,11.31370849898476,422116,0.09863945578231294,0.09863945578231294,0.9506802721088435,0.8295871060653373
phMix402_c_0.dcm,1736.0,1153.0,11.31370849898476,422116,0.14977581941867657,0.14977581941867657,0.9251120902906618,0.6114498770168637
phMix402_c_0.dcm,1731.0,1475.0,11.31370849898476,422116,0.07150587507730365,0.07150587507730365,0.9642470624613482,0.8496198312952995
phMix402_c_0.dcm,1723.0,1177.0,11.31370849898476,422116,0.04088074623788909,0.04088074623788909,0.9795596268810554,0.9521091212742686
phMix402_c_0.dcm,1714.0,723.0,11.31370849898476,422116,0.1760590599876314,0.1760590599876314,0.9119704700061844,0.6303381354135805
phMix402_c_0.dcm,1712.0,1550.0,11.31370849898476,422116,0.11761750154607296,0.11761750154607296,0.9411912492269635,0.7436769490162451
phMix402_c_0.dcm,1700.0,1509.0,11.31370849898476,422116,0.17593022057307772,0.17593022057307772,0.9120348897134611,0.5855915881603821
phMix402_c_0.dcm,1694.0,1552.0,11.31370849898476,422116,0.14798495155638014,0.14798495155638014,0.92600752422181,0.6022080428876468
phMix402_c_0.dcm,1693.0,1527.0,11.31370849898476,422116,0.1967377860235003,0.19617089259946402,0.9019712430426715,0.4770488667988752
phMix402_c_0.dcm,1693.0,994.0,11.31370849898476,422116,0.16323953823953824,0.16323953823953824,0.9183802308802308,0.5937585112093662
phMix402_c_0.dcm,1693.0,512.0,11.31370849898476,422116,0.1828231292517007,0.1828231292517007,0.9085884353741496,0.5482502183661571
phMix402_c_0.dcm,1688.0,1496.0,11.31370849898476,422116,0.12856885178313748,0.12856885178313748,0.9357155741084313,0.7901153757956842
phMix402_c_0.dcm,1674.0,701.0,11.31370849898476,422116,0.16741393527107812,0.16741393527107812,0.9162930323644609,0.5279807459967805
phMix402_c_0.dcm,1663.0,767.0,11.31370849898476,422116,0.129908781694496,0.129908781694496,0.9350456091527519,0.6445515908315498
phMix402_c_0.dcm,1590.0,681.0,11.31370849898476,422116,0.08699237270665841,0.08699237270665841,0.9565038136466708,0.7853879198410387
phMix402_c_0.dcm,1750.0,1465.0,8.0,422116,2624.2024305555556,10.678125000000001,0.8473791338463728,0.5357150116285292
phMix402_c_0.dcm,1750.0,1142.0,8.0,422116,2624.1488194444446,10.624513888888888,0.8741846894019283,0.6912286120527953
phMix402_c_0.dcm,1745.0,670.0,8.0,422116,0.185,0.185,0.9075,0.5816006152517607
phMix402_c_0.dcm,1745.0,459.0,8.0,422116,0.2335763888888889,0.22177083333333333,0.8902951388888889,0.46340361052090384
phMix402_c_0.dcm,1743.0,1162.0,8.0,422116,0.13475694444444444,0.13475694444444444,0.9326215277777777,0.6720548728527718
phMix402_c_0.dcm,1742.0,635.0,8.0,422116,0.15045138888888887,0.15045138888888887,0.9247743055555555,0.6517980024424344
phMix402_c_0.dcm,1715.0,699.0,8.0,422116,0.11090277777777777,0.11090277777777777,0.944548611111111,0.8223783908459102
phMix402_c_0.dcm,1710.0,925.0,8.0,422116,0.15927083333333333,0.15927083333333333,0.9203645833333334,0.6514892482287603
phMix402_c_0.dcm,1707.0,746.0,8.0,422116,0.08170138888888888,0.08170138888888888,0.9591493055555556,0.846596644922526
phMix402_c_0.dcm,1693.0,1655.0,8.0,422116,0.14979166666666666,0.14979166666666666,0.9251041666666666,0.6431876379269454
phMix402_c_0.dcm,1687.0,975.0,8.0,422116,0.20774305555555556,0.20552083333333332,0.8974618055555557,0.5614167003442567
phMix402_c_0.dcm,1685.0,812.0,8.0,422116,0.15125,0.15125,0.924375,0.7642215133693392
phMix402_c_0.dcm,1678.0,1647.0,8.0,422116,0.19315972222222222,0.19315972222222222,0.903420138888889,0.5586613827640724
phMix402_c_0.dcm,1678.0,933.0,8.0,422116,0.10388888888888889,0.10388888888888889,0.9480555555555555,0.8062562261104271
phMix402_c_0.dcm,1677.0,1529.0,8.0,422116,0.11180555555555556,0.11180555555555556,0.9440972222222223,0.6363897705050603
phMix402_c_0.dcm,1658.0,797.0,8.0,422116,0.14277777777777778,0.14277777777777778,0.9286111111111112,0.661886950512305
phMix402_c_0.dcm,1656.0,536.0,8.0,422116,0.2185763888888889,0.2185763888888889,0.8907118055555555,0.5051838663671175
phMix402_c_0.dcm,1654.0,871.0,8.0,422116,0.0940625,0.0940625,0.9529687499999999,0.7872940029297828
phMix402_c_0.dcm,1644.0,897.0,8.0,422116,0.1326388888888889,0.1326388888888889,0.9336805555555555,0.7718036973656546
phMix402_c_0.dcm,1625.0,871.0,8.0,422116,0.1710763888888889,0.1710763888888889,0.9144618055555556,0.6132043009273357
phMix402_c_0.dcm,1595.0,701.0,8.0,422116,0.12406249999999999,0.12406249999999999,0.93796875,0.7618984701267573
phMix402_c_0.dcm,1461.0,863.0,8.0,422116,0.12895833333333334,0.12895833333333334,0.9355208333333334,0.5800865012372511
phMix402_c_0.dcm,1419.0,1230.0,8.0,422116,0.10409722222222223,0.10409722222222223,0.9479513888888889,0.7905504245613637
phMix402_c_0.dcm,1390.0,1241.0,8.0,422116,0.11055555555555555,0.11055555555555555,0.9447222222222222,0.54595654023139
phMix402_c_0.dcm,1390.0,1233.0,8.0,422116,0.11368055555555556,0.11368055555555556,0.9431597222222222,0.5529418180490293
phMix402_c_1.dcm,1579.0,1354.0,181.01933598375626,422116,139.6728082413247,0.6684111620515785,0.9450713335204471,0.3772808420363045
phMix402_c_1.dcm,1519.0,932.0,128.00000000000006,422116,85.56951068999902,0.4587287641772395,0.9469101014821709,0.3520214927169959
phMix402_c_1.dcm,1511.0,1074.0,128.00000000000006,422116,27.928418276624374,0.21572650843425606,0.9486062927950262,0.3820186213246052
phMix402_c_1.dcm,1561.0,794.0,90.50966799187813,422116,0.10083103159493564,0.10083103159493564,0.9495844842025322,0.39177789132232843
phMix402_c_1.dcm,1695.0,1054.0,45.254833995939066,422116,0.11721531372301477,0.11721531372301477,0.9413923431384925,0.6235331619913946
