,x,y,radius,breast_area,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
test_Mix_DPerc0_c_1.dcm,1460.0,711.0,11.31370849898476,421792,484.0,0.42439483471074385,0.13014812008504129,0.0,0.383125,0.446,0.510575,0.5972,-2.1376558604489713,4.754578577051546
test_Mix_DPerc0_c_1.dcm,1458.0,729.0,11.31370849898476,421792,484.0,0.4238491735537191,0.06058089589594775,0.0,0.3791,0.4239,0.4701,0.5817,-0.5186213459095389,3.953808030540434
test_Mix_DPerc0_c_1.dcm,1433.0,798.0,11.31370849898476,421792,484.0,0.41474462809917356,0.09836213540396457,0.0,0.3815,0.41769999999999996,0.47042500000000004,0.5833,-2.367275908898315,8.72279138263046
test_Mix_DPerc0_c_1.dcm,1427.0,823.0,11.31370849898476,421792,484.0,0.4235117768595041,0.08205357214404595,0.0,0.37777499999999997,0.434,0.47774999999999995,0.5555,-2.4468770207749966,10.884813536926055
test_Mix_DPerc0_c_1.dcm,1419.0,860.0,11.31370849898476,421792,484.0,0.42514297520661154,0.0705501857425912,0.0,0.37360000000000004,0.42135,0.47895000000000004,0.5847,-0.2820869207226239,1.6760467944244244
test_Mix_DPerc0_c_1.dcm,1377.0,1102.0,11.31370849898476,421792,484.0,0.42145103305785125,0.12764191070933947,0.0,0.3579,0.44275,0.507325,0.5834,-1.779062374379698,3.812492488639447
test_Mix_DPerc0_c_1.dcm,1685.0,324.0,8.0,421792,256.0,0.44902968749999994,0.3584744675698813,0.0,0.0,0.66665,0.757,0.8425,-0.4188635436132131,-1.7618446990406926
test_Mix_DPerc0_c_1.dcm,1679.0,332.0,8.0,421792,256.0,0.56063984375,0.2936727441911486,0.0,0.5729249999999999,0.6898,0.753325,0.8225,-1.2976268742043349,-0.09776820370392997
test_Mix_DPerc0_c_1.dcm,1655.0,356.0,8.0,421792,256.0,0.570970703125,0.2086354410352525,0.0,0.5757,0.62375,0.6815500000000001,0.7909,-2.1494591247431,3.359366377609661
test_Mix_DPerc0_c_1.dcm,1549.0,520.0,8.0,421792,256.0,0.43595937500000004,0.034997997561764936,0.3547,0.408975,0.43765,0.462225,0.5092,-0.004231753847959947,-0.7150162506998736
test_Mix_DPerc0_c_1.dcm,1472.0,662.0,8.0,421792,256.0,0.4222,0.21596526463626445,0.0,0.470225,0.5175000000000001,0.5572250000000001,0.5891,-1.404538977090237,0.09552954193122105
test_Mix_DPerc0_c_10.dcm,1716.0,344.0,22.627416997969533,421516,1936.0,0.5500122417355372,0.2828829392391751,0.0,0.46535,0.58535,0.7499499999999999,1.0,-0.8007561635214667,-0.16355817338649964
test_Mix_DPerc0_c_10.dcm,1659.0,389.0,22.627416997969533,421516,1936.0,0.54544375,0.230716410579716,0.0,0.41935,0.54035,0.714075,0.9989,-0.5381060163705265,0.31386296424984744
test_Mix_DPerc0_c_10.dcm,1589.0,471.0,22.627416997969533,421516,1936.0,0.5112216425619834,0.24338009566940755,0.0,0.3356,0.4739,0.6972500000000001,0.9988,-0.005833056734245861,-0.5225515654822036
test_Mix_DPerc0_c_10.dcm,1740.0,331.0,16.000000000000004,421516,1024.0,0.67716865234375,0.2216744313468346,0.0,0.600525,0.6964,0.819775,0.998,-1.6098679657873602,3.123091145714277
test_Mix_DPerc0_c_10.dcm,1615.0,423.0,16.000000000000004,421516,1024.0,0.5387916015625,0.2783533606408096,0.0,0.463825,0.573,0.722725,0.9988,-0.7918680361172682,-0.11921211891605536
test_Mix_DPerc0_c_10.dcm,1556.0,514.0,16.000000000000004,421516,1024.0,0.55485712890625,0.20497829837199572,0.0,0.4418,0.52135,0.69375,0.9993,-0.22726146181647608,0.6385496746932089
test_Mix_DPerc0_c_10.dcm,1538.0,545.0,16.000000000000004,421516,1024.0,0.54305009765625,0.20458950446499902,0.0,0.4186,0.525,0.6921,0.9953,-0.3774057393967798,0.6442866630692302
test_Mix_DPerc0_c_10.dcm,1523.0,577.0,16.000000000000004,421516,1024.0,0.5176327148437501,0.1837698010000073,0.0,0.40005,0.49639999999999995,0.639725,0.9654,-0.12189077159704938,0.43957290006949024
test_Mix_DPerc0_c_10.dcm,1524.0,561.0,11.31370849898476,421516,484.0,0.6136714876033059,0.20386502784620686,0.0,0.523525,0.6283,0.749575,0.9638,-1.2961202691312486,2.3668803874969764
test_Mix_DPerc0_c_10.dcm,1496.0,621.0,11.31370849898476,421516,484.0,0.5571373966942148,0.170250913193769,0.0,0.49595,0.5673999999999999,0.6711,0.884,-1.6323126640805086,3.718531051069589
test_Mix_DPerc0_c_10.dcm,1490.0,638.0,11.31370849898476,421516,484.0,0.5421316115702479,0.13554663034778722,0.0,0.491325,0.55285,0.6178,0.8469,-1.84288587131203,6.322989185809857
test_Mix_DPerc0_c_10.dcm,1483.0,656.0,11.31370849898476,421516,484.0,0.5736876033057852,0.14310093735718432,0.0,0.53255,0.59885,0.65455,0.8196,-2.1666504398895037,6.719492654481385
test_Mix_DPerc0_c_10.dcm,1475.0,674.0,11.31370849898476,421516,484.0,0.5857512396694216,0.17323459261110336,0.0,0.529575,0.60755,0.6723,0.8593,-1.672844089160299,4.080177330286606
test_Mix_DPerc0_c_10.dcm,1465.0,698.0,11.31370849898476,421516,484.0,0.550918388429752,0.20713750679489942,0.0,0.456175,0.57985,0.6985,0.8406,-1.3606437015704154,1.7478951707465542
test_Mix_DPerc0_c_10.dcm,1456.0,724.0,11.31370849898476,421516,484.0,0.5126954545454546,0.20640376644652725,0.0,0.41990000000000005,0.5561,0.658025,0.7943,-1.261645456694401,1.1600739860492275
test_Mix_DPerc0_c_10.dcm,1452.0,741.0,11.31370849898476,421516,484.0,0.5282692148760331,0.14690299450881042,0.0,0.45765,0.5346,0.61735,0.8058,-1.6095784402507713,4.609234414492059
test_Mix_DPerc0_c_10.dcm,1554.0,491.0,8.0,421516,256.0,0.545160546875,0.39737109406464266,0.0,0.0,0.71655,0.8817499999999999,0.9998,-0.5113587864430013,-1.5087206603987857
test_Mix_DPerc0_c_11.dcm,1722.0,346.0,22.627416997969533,421516,1936.0,0.5705997417355371,0.2665517503068863,0.0,0.463775,0.5903,0.7562,0.997,-0.8081595860767354,0.19674983127751666
test_Mix_DPerc0_c_11.dcm,1658.0,390.0,22.627416997969533,421516,1936.0,0.5412127582644627,0.2555079170533389,0.0,0.422675,0.55325,0.7246,0.9996,-0.6505684773572359,0.015037139355857883
test_Mix_DPerc0_c_11.dcm,1612.0,445.0,22.627416997969533,421516,1936.0,0.49647742768595043,0.21029991956068342,0.0,0.3936,0.4756,0.62565,0.9987,-0.22230852422241754,0.6817706704337765
test_Mix_DPerc0_c_11.dcm,1588.0,473.0,22.627416997969533,421516,1936.0,0.5103740185950414,0.2557462016743766,0.0,0.338375,0.48345,0.707825,0.9998,-0.14379103492716258,-0.5584027297650116
test_Mix_DPerc0_c_11.dcm,1741.0,333.0,16.000000000000004,421516,1024.0,0.662966015625,0.24599860035313728,0.0,0.594975,0.69145,0.822325,0.999,-1.5190626578200954,2.138394243857013
test_Mix_DPerc0_c_11.dcm,1685.0,368.0,16.000000000000004,421516,1024.0,0.59582265625,0.2040102939402867,0.0,0.513175,0.58215,0.694925,0.995,-0.8653958956796928,2.048021912834087
test_Mix_DPerc0_c_11.dcm,1554.0,517.0,16.000000000000004,421516,1024.0,0.5621048828124999,0.22942374437378707,0.0,0.44465,0.5468,0.7325,0.9997,-0.544079910431352,0.5488841062240262
test_Mix_DPerc0_c_11.dcm,1537.0,547.0,16.000000000000004,421516,1024.0,0.5487018554687499,0.2241773151503737,0.0,0.41797500000000004,0.5370999999999999,0.7079500000000001,0.9961,-0.4801412768532091,0.4740805221898044
test_Mix_DPerc0_c_11.dcm,1528.0,562.0,16.000000000000004,421516,1024.0,0.547245703125,0.2363260269371781,0.0,0.39895,0.5643,0.7219,0.9997,-0.5101518348773101,0.004621605754718764
test_Mix_DPerc0_c_11.dcm,1484.0,670.0,16.000000000000004,421516,1024.0,0.51466748046875,0.16226956768710615,0.0,0.3873,0.54095,0.6233249999999999,0.8743,-0.3851054729778546,0.4908145038536759
test_Mix_DPerc0_c_11.dcm,1538.0,531.0,11.31370849898476,421516,484.0,0.6298962809917356,0.290727059940394,0.0,0.5361,0.70445,0.8433999999999999,0.9983,-1.1438576393181088,0.3821845223170455
test_Mix_DPerc0_c_11.dcm,1508.0,591.0,11.31370849898476,421516,484.0,0.612527479338843,0.24330510910588893,0.0,0.527625,0.6265000000000001,0.7914,0.9845,-1.190623817120858,1.288215025651871
test_Mix_DPerc0_c_11.dcm,1494.0,627.0,11.31370849898476,421516,484.0,0.5836599173553719,0.17207408993605727,0.0,0.505725,0.58595,0.693875,0.8945,-1.4637798134197628,3.6957184525731317
test_Mix_DPerc0_c_11.dcm,1465.0,699.0,11.31370849898476,421516,484.0,0.575855785123967,0.20749145974493546,0.0,0.48332499999999995,0.59975,0.719125,0.8738,-1.380026195328275,1.979044943449738
test_Mix_DPerc0_c_11.dcm,1457.0,722.0,11.31370849898476,421516,484.0,0.5344206611570248,0.2054361263636387,0.0,0.443025,0.57065,0.68265,0.826,-1.305269208690261,1.4862403199094152
test_Mix_DPerc0_c_11.dcm,1452.0,741.0,11.31370849898476,421516,484.0,0.5461117768595041,0.15408447229432112,0.0,0.476225,0.55155,0.642625,0.8263,-1.5370062044665318,4.229274981830543
test_Mix_DPerc0_c_11.dcm,1441.0,770.0,11.31370849898476,421516,484.0,0.5050064049586777,0.19165752998374808,0.0,0.4306,0.5237499999999999,0.630825,0.8222,-1.1958903677000576,1.537636657282342
test_Mix_DPerc0_c_11.dcm,1434.0,799.0,11.31370849898476,421516,484.0,0.5114675619834711,0.1382395842427224,0.0,0.4421,0.5063,0.6086,0.7993,-1.4791955643737895,4.305841847392087
test_Mix_DPerc0_c_11.dcm,1703.0,366.0,8.0,421516,256.0,0.5341015625000001,0.05202599272592111,0.43,0.48612500000000003,0.53155,0.577375,0.6378,0.06159283251922022,-1.0860185150885784
test_Mix_DPerc0_c_11.dcm,1626.0,403.0,8.0,421516,256.0,0.678720703125,0.30876100193320705,0.0,0.6611,0.77095,0.875125,0.9993,-1.4974526720398087,0.863864408814892
test_Mix_DPerc0_c_11.dcm,1556.0,495.0,8.0,421516,256.0,0.6549652343750001,0.31685297351583586,0.0,0.58255,0.7658,0.87215,0.9974,-1.2475594700646764,0.2441256448805394
test_Mix_DPerc0_c_11.dcm,1497.0,601.0,8.0,421516,256.0,0.544597265625,0.36065729737433105,0.0,0.0,0.68485,0.8334250000000001,0.9598,-0.7154751027115631,-1.2228329485871885
test_Mix_DPerc0_c_11.dcm,1463.0,686.0,8.0,421516,256.0,0.514721484375,0.3460407421996747,0.0,0.0,0.68365,0.778375,0.8892,-0.7334871642428112,-1.2925163097050945
test_Mix_DPerc0_c_12.dcm,1718.0,356.0,32.00000000000001,421312,4096.0,0.48495849609374997,0.27535887248373797,0.0,0.35557500000000003,0.48475,0.682475,1.0,-0.3065194651517086,-0.5531570517775202
test_Mix_DPerc0_c_12.dcm,1654.0,397.0,22.627416997969533,421312,1936.0,0.5346355888429752,0.2562557608432204,0.0,0.417875,0.5383,0.723325,0.9976,-0.6121151487944821,-0.05880296632623722
test_Mix_DPerc0_c_12.dcm,1588.0,477.0,22.627416997969533,421312,1936.0,0.5053588326446281,0.2525659820141685,0.0,0.339025,0.48145000000000004,0.7013500000000001,0.9989,-0.10976836657005265,-0.5279767177729161
test_Mix_DPerc0_c_12.dcm,1685.0,371.0,16.000000000000004,421312,1024.0,0.599894921875,0.20770964011774534,0.0,0.5179,0.586,0.7062250000000001,1.0,-0.870758650573237,1.9889236065149845
test_Mix_DPerc0_c_12.dcm,1613.0,432.0,16.000000000000004,421312,1024.0,0.540769921875,0.28146127867184023,0.0,0.46872500000000006,0.56775,0.7191,0.9998,-0.7444263370695473,-0.15985587486247707
test_Mix_DPerc0_c_12.dcm,1594.0,453.0,16.000000000000004,421312,1024.0,0.53235830078125,0.3180316204752827,0.0,0.424925,0.6075,0.771625,0.9993,-0.6280489430523805,-0.8260408742663198
test_Mix_DPerc0_c_12.dcm,1554.0,520.0,16.000000000000004,421312,1024.0,0.56203974609375,0.23318776715988923,0.0,0.444075,0.5575,0.7317250000000001,0.999,-0.5997001673593786,0.5503098796976047
test_Mix_DPerc0_c_12.dcm,1526.0,571.0,16.000000000000004,421312,1024.0,0.544453125,0.22511548349478516,0.0,0.4014,0.54285,0.7107249999999999,0.9992,-0.41972358416267597,0.10443106108583922
test_Mix_DPerc0_c_12.dcm,1503.0,627.0,16.000000000000004,421312,1024.0,0.4987537109375,0.15441679650831075,0.0,0.40287500000000004,0.4884,0.59215,0.9092,-0.19252209411904495,0.870202823605649
test_Mix_DPerc0_c_12.dcm,1484.0,675.0,16.000000000000004,421312,1024.0,0.5086001953125,0.16039482602320923,0.0,0.378875,0.53615,0.6150249999999999,0.8675,-0.3803668085369952,0.390302604078193
test_Mix_DPerc0_c_12.dcm,1467.0,717.0,16.000000000000004,421312,1024.0,0.48533291015625,0.16845214972144135,0.0,0.385625,0.4393,0.61525,0.8684,-0.3203748841959806,0.7325726083307547
test_Mix_DPerc0_c_12.dcm,1534.0,545.0,11.31370849898476,421312,484.0,0.6365795454545455,0.25414856591352325,0.0,0.536975,0.6803,0.805925,0.9913,-1.2582127241357692,1.2486102002872412
test_Mix_DPerc0_c_12.dcm,1507.0,597.0,11.31370849898476,421312,484.0,0.6071144628099173,0.2404430423239323,0.0,0.516675,0.60215,0.7880750000000001,0.9685,-1.165654214078631,1.2542662602296906
test_Mix_DPerc0_c_12.dcm,1466.0,701.0,11.31370849898476,421312,484.0,0.5776283057851239,0.20017495371717842,0.0,0.502275,0.59295,0.718125,0.8662,-1.393705933508782,2.211984716995247
test_Mix_DPerc0_c_12.dcm,1453.0,743.0,11.31370849898476,421312,484.0,0.5469586776859504,0.15372179122162377,0.0,0.46957499999999996,0.55555,0.63965,0.8253,-1.37758046434447,3.7554447014786243
test_Mix_DPerc0_c_12.dcm,1441.0,774.0,11.31370849898476,421312,484.0,0.5039514462809918,0.1910403895865751,0.0,0.431575,0.52495,0.6314,0.8182,-1.211950454579596,1.5466808914441459
test_Mix_DPerc0_c_12.dcm,1431.0,810.0,11.31370849898476,421312,484.0,0.5002574380165289,0.16486886339898887,0.0,0.437175,0.5219,0.612975,0.72,-1.5744227801009667,2.8646689648972954
test_Mix_DPerc0_c_12.dcm,1414.0,886.0,11.31370849898476,421312,484.0,0.4999206611570248,0.11401060222200245,0.0,0.430825,0.5052,0.585125,0.6961,-1.7123672561336587,6.1350488381620565
test_Mix_DPerc0_c_12.dcm,1627.0,406.0,8.0,421312,256.0,0.683469140625,0.30200958007276724,0.0,0.66425,0.7738,0.87265,0.9966,-1.5651683386090471,1.1105719905490103
test_Mix_DPerc0_c_12.dcm,1555.0,497.0,8.0,421312,256.0,0.5912292968749999,0.3734860651009644,0.0,0.0,0.7464,0.8829,0.9976,-0.7850408407882536,-1.0684896073129835
test_Mix_DPerc0_c_12.dcm,1538.0,533.0,8.0,421312,256.0,0.712834765625,0.24828733971171657,0.0,0.65045,0.76915,0.871225,0.9982,-1.8765633054002806,3.168005270458322
test_Mix_DPerc0_c_12.dcm,1497.0,604.0,8.0,421312,256.0,0.542134765625,0.368525987380601,0.0,0.0,0.7036,0.8345500000000001,0.9613,-0.6706240752399916,-1.3152410742162008
test_Mix_DPerc0_c_13.dcm,1725.0,353.0,22.627416997969533,421312,1936.0,0.5792769111570248,0.2471444355215498,0.0,0.464075,0.5822,0.755375,0.9991,-0.7694121095790267,0.5157244706343475
test_Mix_DPerc0_c_13.dcm,1653.0,399.0,22.627416997969533,421312,1936.0,0.5257777892561983,0.27449590669671126,0.0,0.41555000000000003,0.5424,0.7325,0.9985,-0.6248444104925669,-0.34605817696391833
test_Mix_DPerc0_c_13.dcm,1611.0,450.0,22.627416997969533,421312,1936.0,0.4955177685950413,0.22960095281649653,0.0,0.395075,0.4838,0.62805,0.9993,-0.3110471037192959,0.39442362557287464
test_Mix_DPerc0_c_13.dcm,1587.0,479.0,22.627416997969533,421312,1936.0,0.5034840392561984,0.2665063481428165,0.0,0.335325,0.4903,0.712775,0.9997,-0.21063545473204712,-0.6097191326976963
test_Mix_DPerc0_c_13.dcm,1684.0,375.0,16.000000000000004,421312,1024.0,0.59885244140625,0.20941959347883632,0.0,0.5175500000000001,0.58185,0.7104250000000001,0.9994,-0.8801147795979897,1.939887278086519
test_Mix_DPerc0_c_13.dcm,1553.0,522.0,16.000000000000004,421312,1024.0,0.55753798828125,0.25410242889769197,0.0,0.443125,0.5700000000000001,0.744675,0.999,-0.7143507031822481,0.2682878046267419
test_Mix_DPerc0_c_13.dcm,1538.0,548.0,16.000000000000004,421312,1024.0,0.54749609375,0.25538921685613136,0.0,0.417775,0.54615,0.7335499999999999,0.999,-0.5856275884268138,0.048075728107959625
test_Mix_DPerc0_c_13.dcm,1524.0,577.0,16.000000000000004,421312,1024.0,0.55208623046875,0.23289569285327832,0.0,0.413725,0.5567,0.7232,0.9991,-0.4937026316816075,0.14688662933924926
test_Mix_DPerc0_c_13.dcm,1484.0,674.0,16.000000000000004,421312,1024.0,0.5281353515625,0.16739326007736646,0.0,0.39695,0.5494,0.63035,0.9086,-0.5029800956370912,0.7148350485828432
test_Mix_DPerc0_c_13.dcm,1505.0,601.0,11.31370849898476,421312,484.0,0.6345851239669421,0.2595701032372597,0.0,0.532375,0.6655,0.8260749999999999,0.9978,-1.1818080478471977,1.0257324901942644
test_Mix_DPerc0_c_13.dcm,1492.0,635.0,11.31370849898476,421312,484.0,0.6133378099173554,0.18559629165013686,0.0,0.52835,0.62725,0.7337,0.9308,-1.4815184224431284,3.521387023194102
test_Mix_DPerc0_c_13.dcm,1472.0,687.0,11.31370849898476,421312,484.0,0.626360743801653,0.18154289179516303,0.0,0.5682,0.614,0.7531249999999999,0.9071,-1.6850332437969453,4.3370281477598525
test_Mix_DPerc0_c_13.dcm,1466.0,702.0,11.31370849898476,421312,484.0,0.6079227272727272,0.19783257340854996,0.0,0.533925,0.62215,0.744325,0.897,-1.4539343714205626,2.7016190170601595
test_Mix_DPerc0_c_13.dcm,1457.0,728.0,11.31370849898476,421312,484.0,0.5643126033057851,0.1985951697172686,0.0,0.47675,0.59005,0.70355,0.8568,-1.3716368307762614,2.064321143912078
test_Mix_DPerc0_c_13.dcm,1452.0,746.0,11.31370849898476,421312,484.0,0.5710462809917356,0.15880718169914462,0.0,0.497575,0.5761,0.6728749999999999,0.8445,-1.4506770009368286,3.96621862530097
test_Mix_DPerc0_c_13.dcm,1440.0,777.0,11.31370849898476,421312,484.0,0.5271256198347107,0.19953772342334947,0.0,0.45132500000000003,0.548,0.656475,0.8516,-1.2192867766748252,1.5672081711980106
test_Mix_DPerc0_c_13.dcm,1429.0,815.0,11.31370849898476,421312,484.0,0.5091074380165289,0.18413793795144043,0.0,0.454275,0.5474,0.629375,0.7548,-1.5908358441786232,2.285849577999468
test_Mix_DPerc0_c_13.dcm,1413.0,887.0,11.31370849898476,421312,484.0,0.5058981404958677,0.13759529525401018,0.0,0.440025,0.52345,0.603475,0.6999,-1.963115231764379,5.3790082632265435
test_Mix_DPerc0_c_13.dcm,1703.0,371.0,8.0,421312,256.0,0.55230625,0.0564321987771479,0.4444,0.50435,0.5506500000000001,0.5948,0.6899,0.21618785773112473,-0.7849639622416217
test_Mix_DPerc0_c_13.dcm,1625.0,410.0,8.0,421312,256.0,0.6269921875,0.35199972484600994,0.0,0.583375,0.7645,0.8805000000000001,0.9973,-1.041983665753902,-0.5334175311324614
