,contrast,dissimilarity,homogeneity,energy
p214-010-60153-cr.png,85402005.75,7786637.25,7343426.844570428,48058.355523400576
p214-010-60153-ml.png,117065045.0,10598647.5,6940278.906999338,65699.07600476785
p214-010-60153-mr.png,89537309.25,8754584.5,7152489.976905765,59419.639042528215
p214-010-60157-cl.png,309307356.25,23991550.0,10780063.74594209,76456.14908912621
p214-010-60157-cr.png,305896473.5,24481548.25,10624446.49129577,91236.36846390905
p214-010-60157-ml.png,353521451.75,27961434.25,10253235.803504728,94916.05607064557
p214-010-60157-mr.png,375360031.5,29361123.25,10140694.860876316,94098.17406354408
p214-010-60161-cl.png,164852284.5,9457037.0,7631587.575874334,47766.115548713315
p214-010-60161-cr.png,124810874.25,8159331.5,7648176.123505797,23306.243612007267
p214-010-60161-ml.png,121350107.75,7985140.5,7628510.396001207,53390.34073104839
p214-010-60161-mr.png,117205242.0,7465917.25,7729617.904556854,53624.25628291857
p214-010-60167-cl.png,485936420.75,31649738.5,10533897.392243566,79457.2618124465
p214-010-60167-cr.png,490438689.75,32144713.5,10455852.700824767,72283.57106192128
p214-010-60167-ml.png,499344838.25,32162296.75,10420872.96189037,68713.87773871416
p214-010-60167-mr.png,536605987.25,33868863.0,10304315.534617394,78197.04825250947
p214-010-60171-cl.png,451285159.75,28980993.5,10716259.595821226,79078.03598938802
p214-010-60171-cr.png,322105618.25,22360477.75,11186631.476566896,66450.53564212256
p214-010-60171-ml.png,476399987.5,32691488.25,10172564.057030415,79455.83839256826
p214-010-60171-mr.png,347290056.0,26102711.75,10500787.275882836,71601.12522920189
p214-010-60174-cl.png,135356234.25,9422338.0,7415163.866914723,55184.79524843971
p214-010-60174-cr.png,102273007.0,7427274.5,7626077.956799756,41748.88401761897
p214-010-60174-ml.png,114103177.0,8852196.25,7324278.521445101,55174.255690541526
p214-010-60174-mr.png,121609653.75,8758134.25,7439478.289074909,55998.53505653129
p214-010-60176-cl.png,485923324.75,33006668.75,10171333.437044105,79318.04863136544
p214-010-60176-cr.png,415199730.25,29148676.75,10457704.481838936,77197.99344880617
p214-010-60176-ml.png,278590959.0,24023080.75,10430831.360664474,96350.61382749409
p214-010-60176-mr.png,314446531.25,24695548.75,10653715.013595566,90239.09922773574
p214-010-60181-cl.png,480045627.25,33699955.0,10021869.74407837,78858.55577768927
p214-010-60181-cr.png,458352979.75,35503666.5,9496237.054061357,100131.89573402752
p214-010-60181-ml.png,455057933.25,33839331.75,9847158.589132862,92549.51768617591
p214-010-60181-mr.png,514222486.25,38584906.75,9255710.419113984,106338.85883554767
p214-010-60182-cl.png,461711329.25,34324304.0,9668152.364621015,91594.86120547121
p214-010-60182-cr.png,372229371.75,31202796.5,9676344.139190547,106287.50908502535
p214-010-60182-ml.png,436045090.0,32631943.25,9872839.060822833,93489.25145105872
p214-010-60182-mr.png,530987625.25,37742860.25,9510463.544969406,96782.28647815637
p214-010-60194-cl.png,177158604.5,11886560.0,7148239.036913734,53829.257014249204
p214-010-60194-cr.png,205581372.0,13183924.5,7106120.9204396065,57262.14190480051
p214-010-60194-ml.png,204913251.25,14819662.75,6773667.118854984,63612.72924067332
p214-010-60194-mr.png,176256018.0,13264420.25,6887830.449110059,55235.99127710848
p214-010-60196-cl.png,198908384.75,14688565.25,11863343.84317752,60233.315192182694
p214-010-60196-cr.png,146410310.0,11798029.75,12083659.095003953,65443.85935498835
p214-010-60196-ml.png,207399504.0,16977445.5,11368712.491407929,72238.4218042242
p214-010-60196-mr.png,149968215.5,12854712.5,11789436.535426969,64111.92859177721
p214-010-60202-cl.png,254106620.25,18429828.5,6394846.689074401,57746.56942716864
p214-010-60202-cr.png,258885730.0,17706409.75,6558768.755199872,66973.4412925478
p214-010-60202-ml.png,106462234.0,10893283.75,6662169.569006728,85137.35857797408
