,0,1
p214-010-60001-cl.png,5.905430578564562,-4.513144168238972
p214-010-60001-cr.png,8.807194479326194,-6.613779985063747
p214-010-60001-ml.png,7.636757517739665,-2.718506339283892
p214-010-60001-mr.png,12.298320743294763,-4.767040493485979
p214-010-60005-cl.png,7.647961329696506,-8.88611593746732
p214-010-60005-cr.png,7.86585095710491,-2.3353280070488482
p214-010-60005-ml.png,7.37260441377571,-0.5425258610244984
p214-010-60005-mr.png,7.59614512584263,-5.90843023157182
p214-010-60008-cl.png,-8.913544069212515,-6.355324578445142
p214-010-60008-cr.png,-9.175525737948226,-5.476663887944079
p214-010-60008-ml.png,-8.132895091281698,-1.808291749594302
p214-010-60008-mr.png,-8.840076200060242,-3.930140316016745
p214-010-60012-cl.png,-15.196091483164691,-3.0849255374252196
p214-010-60012-cr.png,-13.503575241595156,5.396271759001109
p214-010-60012-ml.png,-12.714621114473394,-1.1409136442632735
p214-010-60012-mr.png,-12.564012098728709,4.986390678992809
p214-010-60013-cl.png,-13.154355766681773,-1.5442304135973557
p214-010-60013-cr.png,-6.711847103500938,-2.564406359172542
p214-010-60013-ml.png,-12.42920062228802,-4.12769545660831
p214-010-60013-mr.png,-13.772597794078495,-2.874364326591445
p214-010-60020-cl.png,-6.654313781326756,-10.58655671707773
p214-010-60020-cr.png,-6.777503332002325,-11.451711387059657
p214-010-60020-ml.png,-7.6498974509556685,-12.298471472736766
p214-010-60020-mr.png,-6.292602489299253,-10.652607041091196
p214-010-60026-cl.png,9.17388085023372,-4.541054453992449
p214-010-60026-cr.png,9.745462760564944,-9.139954706119687
p214-010-60026-ml.png,10.758172631738418,4.65705595541178
p214-010-60026-mr.png,6.496025440399131,-2.412505070814873
p214-010-60029-cl.png,11.499210878687546,-5.05816958712843
p214-010-60029-cr.png,6.674097039030524,-11.035618579690158
p214-010-60029-ml.png,8.102000532811479,3.013407557337626
p214-010-60029-mr.png,10.438343906262201,-0.7327570901335478
p214-010-60045-cl.png,-16.212421516777223,-2.8388623873820302
p214-010-60045-cr.png,-16.023623310753234,-3.3127642928883976
p214-010-60045-ml.png,-15.867641090053718,-2.83125674361857
p214-010-60045-mr.png,-16.25647684428667,-3.330508224649874
p214-010-60046-cl.png,5.7332217639798655,-1.2686881098066256
p214-010-60046-cr.png,10.949922883489768,-5.424571514061482
p214-010-60046-ml.png,13.387692259010642,-4.6699063708255135
p214-010-60046-mr.png,10.034458008868517,-5.738432347683531
p214-010-60054-cl.png,6.468048504696773,-6.098842618528601
p214-010-60054-cr.png,8.629318935353432,-6.8569184542311366
p214-010-60054-ml.png,11.133588029229454,3.513467288459437
p214-010-60054-mr.png,5.8554719318031845,-6.458731765037229
p214-010-60056-cl.png,8.103771611383799,7.457493663693852
p214-010-60056-cr.png,9.452641158431433,6.717884660421886
p214-010-60056-ml.png,9.111032810573871,8.23817814700496
p214-010-60056-mr.png,10.263268394842793,9.358909133280594
p214-010-60060-cl.png,11.456607241202576,-7.11980076883078
p214-010-60060-cr.png,7.962950624642234,-11.292734499945519
p214-010-60060-ml.png,10.29301845894728,-7.2531142441686525
p214-010-60060-mr.png,8.87348641202486,-10.39813333518909
p214-010-60062-cl.png,-11.375625645604922,10.168442872771813
p214-010-60062-cr.png,-10.958386990605586,9.634492513297399
p214-010-60062-ml.png,-11.328324444683766,10.419532173437068
p214-010-60062-mr.png,-11.452365581606877,10.039686305170337
p214-010-60066-cl.png,5.148775355883609,2.3164765714452584
p214-010-60066-cr.png,9.74486025306844,5.927807532443974
p214-010-60066-ml.png,7.237940636217303,5.955070991784998
p214-010-60066-mr.png,8.834485237496134,7.093102424430608
p214-010-60070-cl.png,5.681197525583324,-3.290533829568712
p214-010-60070-cr.png,11.084286710057622,-7.138545716123191
p214-010-60070-ml.png,5.7150838536542805,0.4945466151882748
p214-010-60070-mr.png,12.70252719562082,-5.797876043334449
p214-010-60074-cl.png,-8.439481952451901,-11.373368046699655
p214-010-60074-cr.png,-11.039708731421685,-7.9573155895959005
p214-010-60074-ml.png,-8.33998701602569,-8.351910296224553
p214-010-60074-mr.png,-10.243975718186585,-8.638353974021433
p214-010-60080-cl.png,-7.846664662011717,3.553230506360573
p214-010-60080-cr.png,-13.230336797447,6.605742129996033
p214-010-60080-ml.png,-9.311799745370497,3.655199188033666
p214-010-60080-mr.png,-8.377760799894238,2.677064408528906
p214-010-60083-cl.png,6.353202217103617,0.9201309379068924
p214-010-60083-cr.png,8.046356819407745,-5.770437056719056
p214-010-60083-ml.png,7.729445607385469,-3.1097221043683754
p214-010-60083-mr.png,7.5324116698783286,-3.157068127967554
p214-010-60086-cl.png,8.083694043156168,-10.359294329019285
p214-010-60086-cr.png,10.318886106914986,-5.837964106744852
p214-010-60086-ml.png,14.030748318358166,-3.7271369279143296
p214-010-60086-mr.png,5.30320223800833,-1.0092806375383068
p214-010-60088-cl.png,6.009237606035543,10.438407384406412
p214-010-60088-cr.png,6.420298346435818,10.94730071821117
p214-010-60088-ml.png,9.092668018836392,10.967751810135814
p214-010-60088-mr.png,10.75520396291258,9.673393490295194
p214-010-60093-cl.png,13.304512405755213,-2.0945206627606425
p214-010-60093-cr.png,13.03181592336619,-3.1556805929159273
p214-010-60093-ml.png,11.363304851153476,1.0129363173740669
p214-010-60093-mr.png,12.1325796541326,0.6096291208957887
p214-010-60097-cl.png,8.155345868617756,4.534647327067445
p214-010-60097-cr.png,13.879485880913753,-0.8481096914803492
p214-010-60097-ml.png,8.334992489819744,7.673827721013431
p214-010-60097-mr.png,8.293451533527522,6.646981577584785
p214-010-60100-cl.png,11.9559836712358,4.606105933462685
p214-010-60100-cr.png,11.12104990213298,-0.19798174923477393
p214-010-60100-ml.png,13.472445556658005,0.4405849719124924
p214-010-60100-mr.png,11.884202371992087,1.5713780907098205
p214-010-60105-cl.png,-13.661375914427147,7.048933236743657
p214-010-60105-cr.png,-12.687205355546233,4.440375796842075
p214-010-60105-ml.png,-13.209285649740556,-4.560926014777056
p214-010-60105-mr.png,-9.518277612244855,-0.6368436391413512
p214-010-60106-cl.png,10.858709046988363,6.210880078891765
p214-010-60106-cr.png,10.101953367664406,5.129332438518632
p214-010-60106-ml.png,9.293414938145768,2.964756252071138
p214-010-60106-mr.png,9.7953797179788,3.7299103461380683
p214-010-60109-cl.png,5.278170251168862,12.51141795986618
p214-010-60109-cr.png,5.551916679666491,10.618096533780951
p214-010-60109-ml.png,5.477484563286643,13.01701669272629
p214-010-60109-mr.png,5.834086245449576,12.568294170424485
p214-010-60112-cl.png,11.65628474798797,-9.091705421090492
p214-010-60112-cr.png,8.222416682668598,-8.669366995843296
p214-010-60112-ml.png,7.4861443356407715,-2.0399669008018675
p214-010-60112-mr.png,7.175592697240367,-6.334869979300565
p214-010-60117-cl.png,-7.081925230823315,-11.91773258492804
p214-010-60117-cr.png,-7.289433773215215,-12.061212947804256
p214-010-60117-ml.png,-7.437366491068185,-8.843306935383417
p214-010-60117-mr.png,-8.149402458745747,-9.49450985543902
p214-010-60120-cl.png,-9.969768563432641,7.172340170301332
p214-010-60120-cr.png,-10.782373594809828,8.068973994121327
p214-010-60120-ml.png,-12.284718766486362,4.665330360977893
p214-010-60120-mr.png,-13.17379206268213,7.481990382145564
p214-010-60125-cl.png,-11.351915033782866,9.456698510625294
p214-010-60125-cr.png,-10.42659159522101,9.771441311669106
p214-010-60125-ml.png,-12.210775008369522,8.757213577200002
p214-010-60125-mr.png,-11.529635915983956,9.432730692740511
p214-010-60128-cl.png,7.805097345845961,8.856001647882549
p214-010-60128-cr.png,7.746726670366656,8.743143441063987
p214-010-60128-ml.png,11.081104922508423,8.590848140179723
p214-010-60128-mr.png,11.110203087585901,8.360597810900652
p214-010-60133-cl.png,-15.172322532106115,-4.627342322109826
p214-010-60133-cr.png,-14.51698934852212,4.710331030304014
p214-010-60133-ml.png,-14.899472809844452,-3.4771254014768043
p214-010-60133-mr.png,-14.685330714609131,4.442431429586284
p214-010-60136-cl.png,11.694742071755817,-7.414624006278512
p214-010-60136-cr.png,7.415536026230676,-9.083566477576213
p214-010-60136-ml.png,5.582333101595656,-3.3234942579587825
p214-010-60136-mr.png,6.159985700980963,-7.263985602754527
p214-010-60140-cl.png,-8.848251148208028,-4.720450420721691
p214-010-60140-cr.png,-8.663447582937968,0.6383762608554678
p214-010-60140-ml.png,-10.19697767001043,-6.6397013478476135
p214-010-60140-mr.png,-8.451949042187373,-2.1941756876408816
p214-010-60144-cl.png,-11.255240522935352,-2.77540058624486
p214-010-60144-cr.png,-11.995640362036116,-5.699472481462117
p214-010-60144-ml.png,-10.017107588433039,-7.048762911824567
p214-010-60144-mr.png,-10.367982357075505,-9.469195509911948
p214-010-60148-cl.png,5.69072447417728,11.909808426055159
p214-010-60148-cr.png,5.580029711460087,12.868976352113004
p214-010-60148-ml.png,5.56461622806834,11.846119284969225
p214-010-60148-mr.png,5.360317054763214,12.059209269320826
p214-010-60153-cl.png,14.13965872947317,-1.5209605029433078
p214-010-60153-cr.png,13.165791353979165,-3.3698296859857346
p214-010-60153-ml.png,11.670237880562784,4.527630003366448
p214-010-60153-mr.png,6.242844106137418,-2.807592522102662
p214-010-60157-cl.png,-9.62817605992074,-1.2558689154718947
p214-010-60157-cr.png,-9.570797693753665,-1.3771207147440703
p214-010-60157-ml.png,-15.452904979244545,-3.1753395639990467
p214-010-60157-mr.png,-13.719578151614627,-4.1024395400200495
